date,brand,sales,customers,area_sqm,category,sales_per_customer
2027-09-27,I,50046,124,51,Living,403.5967741935484
2027-09-28,A,15014,215,250,Luxury,69.83255813953488
2027-09-29,H,69425,238,160,Sports,291.70168067226894
2027-09-30,D,8273,127,51,Fashion,65.14173228346456
2027-10-01,D,52135,484,142,Fashion,107.71694214876032
2027-10-02,E,107842,139,274,Food,775.841726618705
2027-10-03,H,35881,225,251,Sports,159.4711111111111
2027-10-04,E,102022,70,275,Food,1457.4571428571428
2027-10-05,H,83077,103,285,Sports,806.5728155339806
2027-10-06,J,13712,233,232,Kids,58.84978540772532
2027-10-07,A,79704,408,249,Luxury,195.35294117647058
2027-10-08,J,57874,271,150,Kids,213.55719557195573
2027-10-09,I,74087,364,295,Living,203.53571428571428
2027-10-10,F,17297,377,237,Food,45.88063660477454
2027-10-11,C,114269,228,146,Fashion,501.1798245614035
2027-10-12,H,32128,325,160,Sports,98.85538461538462
2027-10-13,I,73368,161,55,Living,455.70186335403724
2027-10-14,F,99019,273,285,Food,362.7069597069597
2027-10-15,G,92599,263,176,Sports,352.0874524714829
2027-10-16,A,93499,108,153,Luxury,865.7314814814815
2027-10-17,E,83958,376,286,Food,223.29255319148936
2027-10-18,E,37920,442,196,Food,85.7918552036199
2027-10-19,J,16156,158,273,Kids,102.25316455696202
2027-10-20,D,16108,434,204,Fashion,37.115207373271886
2027-10-21,F,36845,206,50,Food,178.85922330097088
2027-10-22,G,7800,240,284,Sports,32.5
2027-10-23,I,108614,249,293,Living,436.2008032128514
2027-10-24,A,47712,361,82,Luxury,132.16620498614958
2027-10-25,F,7610,245,89,Food,31.06122448979592
2027-10-26,G,82603,84,81,Sports,983.3690476190476
2027-10-27,C,38872,428,246,Fashion,90.82242990654206
2027-10-28,H,15728,436,66,Sports,36.07339449541284
2027-10-29,E,100102,295,175,Food,339.32881355932204
2027-10-30,I,100319,286,57,Living,350.76573426573424
2027-10-31,E,25583,153,106,Food,167.20915032679738
2027-11-01,I,90774,56,91,Living,1620.9642857142858
2027-11-02,J,12263,332,147,Kids,36.93674698795181
2027-11-03,D,72450,50,186,Fashion,1449.0
2027-11-04,I,94285,268,169,Living,351.80970149253733
2027-11-05,E,24456,279,136,Food,87.65591397849462
2027-11-06,J,96118,221,212,Kids,434.9230769230769
2027-11-07,I,70942,136,291,Living,521.6323529411765
2027-11-08,C,18689,90,248,Fashion,207.65555555555557
2027-11-09,D,37934,172,256,Fashion,220.54651162790697
2027-11-10,I,38276,380,230,Living,100.72631578947369
2027-11-11,J,106968,347,103,Kids,308.2651296829971
2027-11-12,F,24873,422,133,Food,58.94075829383886
2027-11-13,B,18050,466,291,Luxury,38.73390557939914
2027-11-14,G,71216,227,74,Sports,313.726872246696
2027-11-15,B,89444,112,116,Luxury,798.6071428571429
2027-11-16,B,89040,214,239,Luxury,416.0747663551402
2027-11-17,A,26644,236,232,Luxury,112.89830508474576
2027-11-18,C,67021,432,223,Fashion,155.1412037037037
2027-11-19,F,42125,258,201,Food,163.2751937984496
2027-11-20,H,71899,276,275,Sports,260.5036231884058
2027-11-21,I,47291,481,95,Living,98.31808731808732
2027-11-22,G,40060,438,71,Sports,91.46118721461187
2027-11-23,D,6538,97,188,Fashion,67.4020618556701
2027-11-24,F,41176,273,225,Food,150.82783882783883
2027-11-25,E,46520,52,57,Food,894.6153846153846
2027-11-26,H,30675,421,88,Sports,72.86223277909738
2027-11-27,A,23287,224,284,Luxury,103.95982142857143
2027-11-28,A,5174,495,212,Luxury,10.452525252525252
2027-11-29,F,97268,148,98,Food,657.2162162162163
2027-11-30,J,39998,165,95,Kids,242.4121212121212
2027-12-01,B,107591,319,87,Luxury,337.2758620689655
2027-12-02,E,58312,496,185,Food,117.56451612903226
2027-12-03,A,17112,417,103,Luxury,41.03597122302158
2027-12-04,G,110410,302,214,Sports,365.5960264900662
2027-12-05,A,80225,366,268,Luxury,219.19398907103826
2027-12-06,D,49814,464,141,Fashion,107.35775862068965
2027-12-07,I,90091,144,89,Living,625.6319444444445
2027-12-08,A,55719,322,83,Luxury,173.04037267080744
2027-12-09,D,38919,429,145,Fashion,90.72027972027972
2027-12-10,F,78155,73,128,Food,1070.6164383561643
2027-12-11,F,76569,165,285,Food,464.05454545454546
2027-12-12,H,46328,200,176,Sports,231.64
2027-12-13,A,75482,387,66,Luxury,195.0439276485788
2027-12-14,G,29618,99,210,Sports,299.17171717171715
2027-12-15,A,39675,255,224,Luxury,155.58823529411765
2027-12-16,G,106794,384,159,Sports,278.109375
2027-12-17,C,23919,128,101,Fashion,186.8671875
2027-12-18,H,9173,119,167,Sports,77.08403361344538
2027-12-19,C,114369,76,257,Fashion,1504.8552631578948
2027-12-20,A,31400,320,270,Luxury,98.125
2027-12-21,H,55445,99,58,Sports,560.0505050505051
2027-12-22,C,75305,341,82,Fashion,220.8357771260997
2027-12-23,B,42564,296,237,Luxury,143.7972972972973
2027-12-24,A,50814,313,162,Luxury,162.34504792332268
2027-12-25,C,84747,128,270,Fashion,662.0859375
2027-12-26,B,93791,436,254,Luxury,215.11697247706422
2027-12-27,B,32962,239,198,Luxury,137.9163179916318
2027-12-28,F,89892,96,235,Food,936.375
2027-12-29,A,90842,410,134,Luxury,221.56585365853658
2027-12-30,B,75533,403,246,Luxury,187.42679900744417
2027-12-31,F,61184,401,59,Food,152.5785536159601
2028-01-01,C,87912,238,55,Fashion,369.3781512605042
2028-01-02,D,111416,465,297,Fashion,239.6043010752688
2028-01-03,A,108591,305,164,Luxury,356.0360655737705
2028-01-04,H,15578,271,170,Sports,57.48339483394834
2028-01-05,G,23624,421,190,Sports,56.11401425178147
2028-01-06,G,44194,290,114,Sports,152.39310344827587
2028-01-07,C,114903,318,69,Fashion,361.3301886792453
2028-01-08,J,5389,50,106,Kids,107.78
2028-01-09,J,104303,83,288,Kids,1256.6626506024097
2028-01-10,C,116116,495,95,Fashion,234.57777777777778
2028-01-11,B,118903,128,185,Luxury,928.9296875
2028-01-12,A,72391,285,59,Luxury,254.00350877192983
2028-01-13,G,111429,383,250,Sports,290.9373368146214
2028-01-14,G,18794,426,162,Sports,44.117370892018776
2028-01-15,B,63002,398,282,Luxury,158.2964824120603
2028-01-16,G,40531,147,244,Sports,275.72108843537416
2028-01-17,H,57815,131,188,Sports,441.3358778625954
2028-01-18,A,9986,464,61,Luxury,21.521551724137932
2028-01-19,I,37298,241,187,Living,154.76348547717842
2028-01-20,G,6481,302,202,Sports,21.460264900662253
2028-01-21,C,61408,458,226,Fashion,134.07860262008734
2028-01-22,H,74267,87,226,Sports,853.6436781609195
2028-01-23,G,21835,63,266,Sports,346.58730158730157
2028-01-24,H,32798,441,60,Sports,74.3718820861678
2028-01-25,F,96649,396,239,Food,244.06313131313132
2028-01-26,I,69887,359,167,Living,194.67130919220057
2028-01-27,E,24477,435,213,Food,56.26896551724138
2028-01-28,C,22266,258,88,Fashion,86.30232558139535
2028-01-29,C,91328,406,102,Fashion,224.94581280788177
2028-01-30,A,90988,138,267,Luxury,659.3333333333334
2028-01-31,H,48526,105,255,Sports,462.15238095238095
2028-02-01,B,119615,143,280,Luxury,836.4685314685315
2028-02-02,C,111870,142,105,Fashion,787.8169014084507
2028-02-03,H,16889,389,153,Sports,43.41645244215938
2028-02-04,H,29335,134,178,Sports,218.9179104477612
2028-02-05,D,16254,494,105,Fashion,32.902834008097166
2028-02-06,D,91610,294,167,Fashion,311.5986394557823
2028-02-07,E,16442,71,181,Food,231.57746478873239
2028-02-08,F,51289,340,79,Food,150.85
2028-02-09,E,58747,321,61,Food,183.01246105919003
2028-02-10,G,42327,355,297,Sports,119.23098591549295
2028-02-11,B,21199,171,84,Luxury,123.97076023391813
2028-02-12,G,77827,177,126,Sports,439.7005649717514
2028-02-13,J,111464,162,229,Kids,688.0493827160494
2028-02-14,G,5112,476,208,Sports,10.739495798319327
2028-02-15,A,92051,322,151,Luxury,285.8726708074534
2028-02-16,G,24581,385,284,Sports,63.846753246753245
2028-02-17,E,119228,491,136,Food,242.82688391038695
2028-02-18,C,64722,179,245,Fashion,361.5754189944134
2028-02-19,C,97036,181,101,Fashion,536.110497237569
2028-02-20,D,102562,134,129,Fashion,765.3880597014926
2028-02-21,B,21523,472,184,Luxury,45.59957627118644
2028-02-22,B,71960,399,71,Luxury,180.35087719298247
2028-02-23,A,24552,439,270,Luxury,55.92710706150341
2028-02-24,E,15808,130,124,Food,121.6
2028-02-25,D,109347,374,233,Fashion,292.3716577540107
2028-02-26,J,77525,118,274,Kids,656.9915254237288
2028-02-27,B,28620,197,107,Luxury,145.27918781725887
2028-02-28,C,109565,497,142,Fashion,220.4527162977867
2028-02-29,G,5887,65,241,Sports,90.56923076923077
2028-03-01,G,36802,356,152,Sports,103.37640449438203
2028-03-02,D,90024,154,189,Fashion,584.5714285714286
2028-03-03,E,100549,214,56,Food,469.8551401869159
2028-03-04,E,119737,250,177,Food,478.948
2028-03-05,F,86938,246,104,Food,353.4065040650407
2028-03-06,I,91741,475,280,Living,193.13894736842104
2028-03-07,B,31049,234,155,Luxury,132.68803418803418
2028-03-08,E,82789,371,111,Food,223.1509433962264
2028-03-09,C,89526,314,289,Fashion,285.11464968152865
2028-03-10,D,12846,412,139,Fashion,31.179611650485437
2028-03-11,J,95563,149,281,Kids,641.3624161073825
2028-03-12,F,109736,391,250,Food,280.6547314578005
2028-03-13,H,51220,369,282,Sports,138.80758807588077
2028-03-14,A,51163,263,147,Luxury,194.5361216730038
2028-03-15,J,8765,327,286,Kids,26.804281345565748
2028-03-16,H,86486,211,126,Sports,409.8862559241706
2028-03-17,G,50270,488,232,Sports,103.01229508196721
2028-03-18,A,80277,206,168,Luxury,389.69417475728153
2028-03-19,B,93278,471,85,Luxury,198.04246284501062
2028-03-20,C,95239,300,138,Fashion,317.4633333333333
2028-03-21,A,109245,415,201,Luxury,263.2409638554217
2028-03-22,I,108159,146,221,Living,740.8150684931506
2028-03-23,H,27931,67,194,Sports,416.8805970149254
2028-03-24,B,94116,376,179,Luxury,250.30851063829786
2028-03-25,I,60633,498,190,Living,121.75301204819277
2028-03-26,G,85702,432,208,Sports,198.38425925925927
2028-03-27,I,56913,146,142,Living,389.8150684931507
2028-03-28,F,99776,50,163,Food,1995.52
2028-03-29,F,30991,265,77,Food,116.94716981132075
2028-03-30,D,59845,181,237,Fashion,330.6353591160221
2028-03-31,J,109092,309,204,Kids,353.0485436893204
2028-04-01,J,103505,174,192,Kids,594.8563218390805
2028-04-02,B,60312,131,272,Luxury,460.39694656488547
2028-04-03,G,15561,332,281,Sports,46.87048192771084
2028-04-04,E,21901,220,256,Food,99.55
2028-04-05,F,111041,108,82,Food,1028.1574074074074
2028-04-06,B,100556,81,69,Luxury,1241.432098765432
2028-04-07,E,67875,210,219,Food,323.2142857142857
2028-04-08,J,30917,333,189,Kids,92.84384384384384
2028-04-09,D,67120,155,150,Fashion,433.03225806451616
2028-04-10,I,6988,154,250,Living,45.37662337662338
2028-04-11,F,118745,488,72,Food,243.32991803278688
2028-04-12,B,115041,277,249,Luxury,415.3104693140794
2028-04-13,A,19256,237,273,Luxury,81.24894514767932
2028-04-14,E,92728,119,161,Food,779.2268907563025
2028-04-15,I,33230,367,63,Living,90.5449591280654
2028-04-16,F,110466,339,140,Food,325.85840707964604
2028-04-17,J,64778,136,202,Kids,476.30882352941177
2028-04-18,G,50833,419,126,Sports,121.31980906921241
2028-04-19,E,27625,411,296,Food,67.21411192214111
2028-04-20,J,37088,105,134,Kids,353.2190476190476
2028-04-21,F,84650,162,158,Food,522.5308641975308
2028-04-22,E,46167,62,80,Food,744.6290322580645
2028-04-23,I,108937,489,278,Living,222.77505112474438
2028-04-24,F,76291,67,289,Food,1138.6716417910447
2028-04-25,H,70303,231,171,Sports,304.34199134199133
2028-04-26,B,81361,162,156,Luxury,502.2283950617284
2028-04-27,I,93229,278,103,Living,335.3561151079137
2028-04-28,E,9117,220,182,Food,41.44090909090909
2028-04-29,G,95265,344,190,Sports,276.9331395348837
2028-04-30,J,102718,238,205,Kids,431.5882352941176
2028-05-01,A,65710,475,92,Luxury,138.33684210526314
2028-05-02,J,99426,128,138,Kids,776.765625
2028-05-03,E,99876,195,164,Food,512.1846153846154
2028-05-04,J,72054,456,148,Kids,158.01315789473685
2028-05-05,B,35949,231,96,Luxury,155.62337662337663
2028-05-06,F,27547,335,280,Food,82.22985074626865
2028-05-07,A,86882,299,120,Luxury,290.5752508361204
2028-05-08,C,73136,403,215,Fashion,181.47890818858562
2028-05-09,E,116541,363,273,Food,321.0495867768595
2028-05-10,D,69619,245,116,Fashion,284.1591836734694
2028-05-11,C,66842,372,111,Fashion,179.68279569892474
2028-05-12,J,99803,120,158,Kids,831.6916666666667
2028-05-13,E,106858,297,216,Food,359.7912457912458
2028-05-14,H,31990,195,86,Sports,164.05128205128204
2028-05-15,D,21193,155,168,Fashion,136.7290322580645
2028-05-16,A,35109,312,291,Luxury,112.52884615384616
2028-05-17,G,24233,345,135,Sports,70.24057971014493
2028-05-18,H,118557,119,175,Sports,996.2773109243698
2028-05-19,C,86730,242,185,Fashion,358.3884297520661
2028-05-20,F,39510,117,258,Food,337.6923076923077
2028-05-21,B,6306,354,101,Luxury,17.8135593220339
2028-05-22,G,8849,101,140,Sports,87.61386138613861
2028-05-23,H,17360,419,82,Sports,41.43198090692124
2028-05-24,F,116072,412,287,Food,281.7281553398058
2028-05-25,F,99767,334,130,Food,298.70359281437123
2028-05-26,E,50800,454,91,Food,111.89427312775331
2028-05-27,H,41963,383,253,Sports,109.56396866840731
2028-05-28,A,59330,58,161,Luxury,1022.9310344827586
2028-05-29,J,56707,300,287,Kids,189.02333333333334
2028-05-30,D,23689,480,175,Fashion,49.35208333333333
2028-05-31,D,34084,381,204,Fashion,89.45931758530183
2028-06-01,C,45387,347,289,Fashion,130.79827089337175
2028-06-02,C,79816,484,185,Fashion,164.9090909090909
2028-06-03,D,7642,233,200,Fashion,32.798283261802574
2028-06-04,A,47137,228,155,Luxury,206.74122807017545
2028-06-05,B,84832,247,174,Luxury,343.4493927125506
2028-06-06,I,60561,177,162,Living,342.1525423728813
2028-06-07,J,67260,69,113,Kids,974.7826086956521
2028-06-08,B,20438,460,172,Luxury,44.43043478260869
2028-06-09,E,53442,471,270,Food,113.46496815286625
2028-06-10,I,108061,377,163,Living,286.6339522546419
2028-06-11,I,7994,114,69,Living,70.12280701754386
2028-06-12,H,118530,231,65,Sports,513.1168831168832
2028-06-13,A,104575,290,194,Luxury,360.6034482758621
2028-06-14,A,6813,418,257,Luxury,16.29904306220096
2028-06-15,I,98027,73,68,Living,1342.835616438356
2028-06-16,H,89381,433,169,Sports,206.4226327944573
2028-06-17,J,60276,480,297,Kids,125.575
2028-06-18,I,46243,132,185,Living,350.32575757575756
2028-06-19,G,67912,368,215,Sports,184.54347826086956
2028-06-20,C,65272,234,87,Fashion,278.94017094017096
2028-06-21,C,107700,488,230,Fashion,220.69672131147541
2028-06-22,B,47051,365,142,Luxury,128.90684931506848
2028-06-23,E,83854,148,154,Food,566.581081081081
2028-06-24,C,87736,111,149,Fashion,790.4144144144144
2028-06-25,F,70618,335,139,Food,210.8
2028-06-26,B,6920,71,208,Luxury,97.46478873239437
2028-06-27,C,111121,261,93,Fashion,425.7509578544061
2028-06-28,E,82219,175,237,Food,469.8228571428571
2028-06-29,A,81872,462,125,Luxury,177.21212121212122
2028-06-30,A,86132,474,296,Luxury,181.71308016877637
2028-07-01,J,7093,91,194,Kids,77.94505494505495
2028-07-02,I,17905,147,128,Living,121.80272108843538
2028-07-03,G,29351,498,122,Sports,58.937751004016064
2028-07-04,A,35981,80,216,Luxury,449.7625
2028-07-05,H,78903,207,219,Sports,381.17391304347825
2028-07-06,C,75821,161,225,Fashion,470.9378881987578
2028-07-07,H,114200,451,189,Sports,253.2150776053215
2028-07-08,E,108241,296,145,Food,365.67905405405406
2028-07-09,A,87289,171,138,Luxury,510.46198830409355
2028-07-10,G,89021,322,152,Sports,276.4627329192547
2028-07-11,E,83513,343,195,Food,243.47813411078718
2028-07-12,F,24874,447,256,Food,55.64653243847875
2028-07-13,F,55931,256,273,Food,218.48046875
2028-07-14,H,12674,159,55,Sports,79.71069182389937
2028-07-15,I,55516,489,171,Living,113.52965235173824
2028-07-16,B,99574,327,285,Luxury,304.50764525993884
2028-07-17,I,65686,105,220,Living,625.5809523809523
2028-07-18,J,99851,424,165,Kids,235.49764150943398
2028-07-19,I,74212,452,212,Living,164.18584070796462
2028-07-20,J,7426,106,275,Kids,70.05660377358491
2028-07-21,J,95009,477,279,Kids,199.18029350104823
2028-07-22,G,73498,340,297,Sports,216.1705882352941
2028-07-23,A,34943,163,231,Luxury,214.37423312883436
2028-07-24,G,71395,430,298,Sports,166.03488372093022
2028-07-25,J,49816,434,111,Kids,114.78341013824885
2028-07-26,E,9138,357,246,Food,25.596638655462186
2028-07-27,F,105728,390,259,Food,271.0974358974359
2028-07-28,J,96176,247,193,Kids,389.37651821862346
2028-07-29,G,80945,470,185,Sports,172.22340425531914
2028-07-30,E,9017,370,138,Food,24.37027027027027
2028-07-31,G,15451,228,145,Sports,67.76754385964912
2028-08-01,I,67956,434,175,Living,156.58064516129033
2028-08-02,C,98863,268,139,Fashion,368.89179104477614
2028-08-03,H,15278,326,293,Sports,46.86503067484663
2028-08-04,B,95480,486,135,Luxury,196.46090534979425
2028-08-05,G,48764,65,208,Sports,750.2153846153847
2028-08-06,B,6134,428,284,Luxury,14.33177570093458
2028-08-07,D,67943,110,187,Fashion,617.6636363636363
2028-08-08,G,100667,103,233,Sports,977.3495145631068
2028-08-09,C,59318,217,170,Fashion,273.35483870967744
2028-08-10,B,108423,75,125,Luxury,1445.64
2028-08-11,J,108998,385,294,Kids,283.11168831168834
2028-08-12,G,65128,114,141,Sports,571.2982456140351
2028-08-13,A,93056,149,119,Luxury,624.5369127516778
2028-08-14,H,26869,123,197,Sports,218.4471544715447
2028-08-15,C,107468,241,182,Fashion,445.9253112033195
2028-08-16,B,10039,220,72,Luxury,45.63181818181818
2028-08-17,C,26281,322,186,Fashion,81.61801242236025
2028-08-18,E,117935,426,107,Food,276.84272300469485
2028-08-19,H,15442,236,236,Sports,65.4322033898305
2028-08-20,J,78788,72,270,Kids,1094.2777777777778
2028-08-21,G,32586,440,257,Sports,74.05909090909091
2028-08-22,G,58053,477,231,Sports,121.70440251572327
2028-08-23,G,55489,230,95,Sports,241.25652173913045
2028-08-24,H,88104,376,71,Sports,234.31914893617022
2028-08-25,A,91346,157,241,Luxury,581.8216560509554
2028-08-26,D,72087,384,57,Fashion,187.7265625
2028-08-27,F,17625,211,172,Food,83.5308056872038
2028-08-28,I,39397,351,69,Living,112.24216524216524
2028-08-29,B,63671,255,228,Luxury,249.69019607843137
2028-08-30,A,96785,127,127,Luxury,762.0866141732283
2028-08-31,J,71897,65,88,Kids,1106.1076923076923
2028-09-01,B,31149,376,86,Luxury,82.84308510638297
2028-09-02,G,65030,145,227,Sports,448.48275862068965
2028-09-03,C,74906,196,211,Fashion,382.1734693877551
2028-09-04,J,10283,51,124,Kids,201.62745098039215
2028-09-05,B,12610,59,167,Luxury,213.72881355932202
2028-09-06,G,48326,483,153,Sports,100.05383022774328
2028-09-07,B,19924,174,210,Luxury,114.50574712643679
2028-09-08,C,118143,130,80,Fashion,908.7923076923076
2028-09-09,G,115253,189,172,Sports,609.8042328042328
2028-09-10,D,81162,375,103,Fashion,216.432
2028-09-11,A,105297,199,221,Luxury,529.1306532663317
2028-09-12,E,5869,337,83,Food,17.415430267062316
2028-09-13,I,102088,410,291,Living,248.99512195121952
2028-09-14,H,6014,389,248,Sports,15.460154241645244
2028-09-15,I,15103,178,171,Living,84.84831460674157
2028-09-16,J,87522,487,162,Kids,179.71663244353184
2028-09-17,I,115317,288,295,Living,400.40625
2028-09-18,G,101007,107,111,Sports,943.9906542056075
2028-09-19,D,38458,247,72,Fashion,155.7004048582996
2028-09-20,E,95605,260,95,Food,367.71153846153845
2028-09-21,A,87409,451,105,Luxury,193.81152993348115
2028-09-22,A,28248,439,184,Luxury,64.34624145785877
2028-09-23,C,94160,94,167,Fashion,1001.7021276595744
2028-09-24,H,48516,146,266,Sports,332.3013698630137
2028-09-25,B,34061,328,238,Luxury,103.84451219512195
2028-09-26,D,29170,72,180,Fashion,405.1388888888889
2028-09-27,B,13024,459,215,Luxury,28.374727668845317
2028-09-28,E,87214,440,261,Food,198.21363636363637
2028-09-29,I,108792,384,211,Living,283.3125
2028-09-30,A,90947,93,162,Luxury,977.9247311827957
2028-10-01,E,48803,76,93,Food,642.1447368421053
2028-10-02,I,24296,331,177,Living,73.40181268882175
2028-10-03,A,96829,146,157,Luxury,663.2123287671233
2028-10-04,I,97708,85,207,Living,1149.5058823529412
2028-10-05,H,91664,158,66,Sports,580.1518987341772
2028-10-06,D,23257,104,108,Fashion,223.625
2028-10-07,J,17855,241,187,Kids,74.08713692946058
2028-10-08,E,90178,268,148,Food,336.4850746268657
2028-10-09,E,106121,234,133,Food,453.508547008547
2028-10-10,F,25025,118,195,Food,212.07627118644066
2028-10-11,G,9458,366,94,Sports,25.84153005464481
2028-10-12,H,68610,179,157,Sports,383.2960893854749
2028-10-13,H,75843,104,268,Sports,729.2596153846154
2028-10-14,B,112237,427,236,Luxury,262.8501170960187
2028-10-15,I,88961,146,111,Living,609.3219178082192
2028-10-16,G,54831,385,108,Sports,142.4181818181818
2028-10-17,D,48427,136,226,Fashion,356.08088235294116
2028-10-18,D,98809,343,277,Fashion,288.0728862973761
2028-10-19,H,43506,168,240,Sports,258.9642857142857
2028-10-20,D,10668,257,264,Fashion,41.509727626459146
2028-10-21,F,96470,383,209,Food,251.8798955613577
2028-10-22,E,52195,462,187,Food,112.97619047619048
2028-10-23,C,78233,203,60,Fashion,385.384236453202
2028-10-24,J,29417,84,151,Kids,350.20238095238096
2028-10-25,B,86982,128,119,Luxury,679.546875
2028-10-26,I,111133,116,172,Living,958.0431034482758
2028-10-27,J,15751,392,282,Kids,40.18112244897959
2028-10-28,I,51218,462,239,Living,110.86147186147186
2028-10-29,A,12352,83,224,Luxury,148.81927710843374
2028-10-30,J,84052,146,83,Kids,575.6986301369863
2028-10-31,C,93835,218,277,Fashion,430.4357798165138
2028-11-01,H,102493,218,150,Sports,470.151376146789
2028-11-02,F,33927,200,194,Food,169.635
2028-11-03,E,46094,120,281,Food,384.1166666666667
2028-11-04,E,106948,52,153,Food,2056.6923076923076
2028-11-05,F,59122,363,231,Food,162.87052341597797
2028-11-06,G,34493,81,253,Sports,425.8395061728395
2028-11-07,A,97247,336,262,Luxury,289.42559523809524
2028-11-08,I,78539,131,89,Living,599.5343511450382
2028-11-09,C,36707,92,68,Fashion,398.9891304347826
2028-11-10,D,73814,440,116,Fashion,167.7590909090909
2028-11-11,J,12296,154,131,Kids,79.84415584415585
2028-11-12,A,30398,50,230,Luxury,607.96
2028-11-13,J,40842,110,292,Kids,371.2909090909091
2028-11-14,C,18261,319,113,Fashion,57.244514106583075
2028-11-15,B,81709,229,132,Luxury,356.8078602620087
2028-11-16,B,100985,273,96,Luxury,369.90842490842493
2028-11-17,A,111616,55,55,Luxury,2029.3818181818183
2028-11-18,H,61704,152,65,Sports,405.94736842105266
2028-11-19,C,72173,59,249,Fashion,1223.2711864406779
2028-11-20,C,36781,120,289,Fashion,306.5083333333333
2028-11-21,F,18652,139,195,Food,134.18705035971223
2028-11-22,H,10103,275,229,Sports,36.738181818181815
2028-11-23,I,30500,207,225,Living,147.34299516908212
2028-11-24,I,105336,277,220,Living,380.27436823104694
2028-11-25,D,40529,454,88,Fashion,89.27092511013215
2028-11-26,E,118499,175,226,Food,677.1371428571429
2028-11-27,B,23452,493,162,Luxury,47.56997971602434
2028-11-28,I,54393,258,189,Living,210.82558139534885
2028-11-29,H,36174,146,286,Sports,247.76712328767124
2028-11-30,C,69450,123,187,Fashion,564.6341463414634
2028-12-01,I,40436,164,120,Living,246.5609756097561
2028-12-02,C,52406,240,159,Fashion,218.35833333333332
2028-12-03,I,68059,219,104,Living,310.7716894977169
2028-12-04,B,20954,356,178,Luxury,58.859550561797754
2028-12-05,J,87722,497,98,Kids,176.5030181086519
2028-12-06,I,17356,253,213,Living,68.60079051383399
2028-12-07,H,103499,105,70,Sports,985.7047619047619
2028-12-08,I,7187,257,86,Living,27.964980544747082
2028-12-09,E,82243,90,165,Food,913.8111111111111
2028-12-10,B,40098,81,73,Luxury,495.037037037037
2028-12-11,H,97471,64,104,Sports,1522.984375
2028-12-12,F,26225,111,74,Food,236.26126126126127
2028-12-13,H,8606,204,184,Sports,42.18627450980392
2028-12-14,E,62620,333,176,Food,188.04804804804806
2028-12-15,J,37828,258,283,Kids,146.6201550387597
2028-12-16,B,31489,369,258,Luxury,85.3360433604336
2028-12-17,F,19387,236,142,Food,82.14830508474576
2028-12-18,E,74463,491,143,Food,151.65580448065174
2028-12-19,E,76832,179,120,Food,429.2290502793296
2028-12-20,A,100980,176,274,Luxury,573.75
2028-12-21,B,116926,341,248,Luxury,342.891495601173
2028-12-22,H,117429,163,171,Sports,720.4233128834355
2028-12-23,C,7591,248,73,Fashion,30.608870967741936
2028-12-24,J,115431,62,60,Kids,1861.7903225806451
2028-12-25,C,53516,320,122,Fashion,167.2375
2028-12-26,H,96683,138,61,Sports,700.6014492753624
2028-12-27,H,67061,264,84,Sports,254.0189393939394
2028-12-28,B,109425,493,240,Luxury,221.9574036511156
2028-12-29,H,71736,327,245,Sports,219.37614678899084
2028-12-30,A,86257,496,277,Luxury,173.90524193548387
2028-12-31,F,66753,252,269,Food,264.89285714285717
2029-01-01,H,89774,123,234,Sports,729.869918699187
2029-01-02,C,16087,74,190,Fashion,217.3918918918919
2029-01-03,H,35816,150,72,Sports,238.77333333333334
2029-01-04,A,28408,225,132,Luxury,126.25777777777778
2029-01-05,I,110276,476,283,Living,231.67226890756302
2029-01-06,I,5136,166,278,Living,30.93975903614458
2029-01-07,E,22413,215,216,Food,104.24651162790698
2029-01-08,J,118650,90,137,Kids,1318.3333333333333
2029-01-09,D,64500,478,129,Fashion,134.93723849372384
2029-01-10,F,89514,393,146,Food,227.7709923664122
2029-01-11,G,61358,473,189,Sports,129.72093023255815
2029-01-12,E,71197,415,83,Food,171.5590361445783
2029-01-13,J,105776,169,248,Kids,625.8934911242603
2029-01-14,I,97789,146,124,Living,669.7876712328767
2029-01-15,C,97420,194,208,Fashion,502.16494845360825
2029-01-16,G,37854,265,270,Sports,142.84528301886792
2029-01-17,J,81240,278,177,Kids,292.23021582733816
2029-01-18,J,109523,362,239,Kids,302.5497237569061
2029-01-19,E,95063,179,190,Food,531.0782122905028
2029-01-20,G,21322,401,80,Sports,53.17206982543641
2029-01-21,B,118053,426,179,Luxury,277.11971830985914
2029-01-22,D,11968,367,152,Fashion,32.61035422343324
2029-01-23,B,32518,186,64,Luxury,174.8279569892473
2029-01-24,G,56925,373,106,Sports,152.61394101876675
2029-01-25,B,64848,386,124,Luxury,168.0
2029-01-26,A,116900,322,83,Luxury,363.04347826086956
2029-01-27,I,98422,166,152,Living,592.9036144578313
2029-01-28,A,6700,355,245,Luxury,18.87323943661972
2029-01-29,H,98782,417,124,Sports,236.8872901678657
2029-01-30,B,106004,143,78,Luxury,741.2867132867133
2029-01-31,H,28199,217,243,Sports,129.94930875576037
2029-02-01,C,49589,491,65,Fashion,100.9959266802444
2029-02-02,F,37115,252,216,Food,147.28174603174602
2029-02-03,C,66934,390,126,Fashion,171.62564102564102
2029-02-04,G,59316,198,86,Sports,299.57575757575756
2029-02-05,J,10520,451,130,Kids,23.325942350332593
2029-02-06,I,114814,232,198,Living,494.88793103448273
2029-02-07,B,41455,462,221,Luxury,89.72943722943722
2029-02-08,E,91465,201,173,Food,455.0497512437811
